amfi_code,date,nav,scheme_name,fund_house,category
100016,2023-07-08,584.1654,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-09,584.1654,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-10,583.3333,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-11,583.962,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-12,582.3508,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-13,575.1079,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-14,576.7133,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-15,576.7133,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-16,576.7133,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-17,586.7206,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-18,582.4661,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-19,578.8072,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-20,574.6758,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-21,578.6584,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-22,578.6584,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-23,578.6584,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-24,581.2514,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-25,580.7388,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-26,576.3533,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-27,577.1207,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-28,569.5056,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-29,569.5056,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-30,569.5056,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-07-31,570.5207,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-01,575.2193,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-02,569.2005,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-03,561.849,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-04,570.0239,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-05,570.0239,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-06,570.0239,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-07,567.2493,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-08,573.2563,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-09,572.7737,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-10,572.2513,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-11,574.7646,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-12,574.7646,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-13,574.7646,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-14,570.5953,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-15,571.5572,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-16,569.9315,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-17,563.6234,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-18,565.5951,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-19,565.5951,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-20,565.5951,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-21,564.5744,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-22,564.0841,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-23,558.3838,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-24,566.5681,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-25,571.2603,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-26,571.2603,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-27,571.2603,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-28,576.4358,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-29,575.1817,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-30,566.7691,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-08-31,576.9127,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-01,576.8994,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-02,576.8994,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-03,576.8994,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-04,573.398,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-05,575.8066,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-06,582.0642,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-07,582.2461,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-08,589.1525,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-09,589.1525,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-10,589.1525,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-11,595.1135,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-12,589.7951,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-13,586.6033,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-14,591.8832,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-15,578.1898,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-16,578.1898,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-17,578.1898,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-18,577.7262,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-19,570.7762,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-20,568.6757,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-21,567.4716,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-22,565.9735,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-23,565.9735,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-24,565.9735,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-25,563.5143,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-26,558.376,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-27,570.0712,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-28,579.8367,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-29,574.2208,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-09-30,574.2208,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-01,574.2208,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-02,582.5895,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-03,580.8402,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-04,581.8024,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-05,581.7779,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-06,578.7012,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-07,578.7012,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-08,578.7012,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-09,584.0455,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-10,584.996,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-11,582.8431,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-12,576.473,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-13,572.2429,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-14,572.2429,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-15,572.2429,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-16,564.3101,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-17,564.6621,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-18,559.0226,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-19,558.0026,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-20,565.0774,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-21,565.0774,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-22,565.0774,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-23,571.3805,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-24,571.5127,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-25,571.3686,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-26,581.22,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-27,584.1967,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-28,584.1967,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-29,584.1967,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-30,582.8108,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-10-31,575.8241,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-01,578.126,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-02,582.6704,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-03,579.7325,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-04,579.7325,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-05,579.7325,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-06,581.5232,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-07,579.9607,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-08,579.3189,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-09,567.0393,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-10,566.2233,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-11,566.2233,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-12,566.2233,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-13,571.3794,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-14,568.4997,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-15,569.0566,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-16,565.5671,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-17,567.6605,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-18,567.6605,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-19,567.6605,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-20,566.87,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-21,562.4839,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-22,569.4269,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-23,574.4072,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-24,571.6459,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-25,571.6459,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-26,571.6459,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-27,574.4572,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-28,577.4842,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-29,581.0643,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-11-30,572.7421,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-01,578.1473,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-02,578.1473,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-03,578.1473,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-04,575.5467,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-05,574.0293,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-06,587.8432,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-07,589.7144,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-08,588.0119,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-09,588.0119,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-10,588.0119,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-11,576.9838,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-12,584.4006,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-13,577.8064,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-14,573.0112,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-15,571.634,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-16,571.634,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-17,571.634,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-18,579.1181,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-19,583.3816,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-20,582.8708,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-21,584.7593,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-22,581.9713,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-23,581.9713,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-24,581.9713,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-25,582.9892,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-26,583.6674,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-27,588.9793,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-28,594.3311,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-29,597.2339,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-30,597.2339,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2023-12-31,597.2339,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-01,595.6357,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-02,599.8546,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-03,599.6775,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-04,594.2894,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-05,592.485,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-06,592.485,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-07,592.485,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-08,593.2328,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-09,598.3226,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-10,597.6632,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-11,591.6287,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-12,592.2302,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-13,592.2302,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-14,592.2302,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-15,593.129,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-16,594.4085,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-17,599.5594,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-18,605.2836,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-19,602.4306,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-20,602.4306,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-21,602.4306,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-22,599.4751,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-23,594.3074,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-24,598.2899,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-25,606.2963,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-26,604.9258,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-27,604.9258,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-28,604.9258,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-29,603.9507,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-30,612.1297,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-01-31,615.1823,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-02-01,617.8723,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-02-02,611.7323,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-02-03,611.7323,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-02-04,611.7323,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-02-05,615.7225,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
100016,2024-02-06,611.0129,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
